,pessoa_id,idade,renda,situacao_moradia,tempo_trabalhado,emprestimo_id,motivo_emprestimo,score,valor_emprestimo,taxa_juros,inadimplente,razao_renda_emprestimo,historico_id,tempo_historico_credito,devedor
3280,fHp8QdlP-Q1yz,26,36000,Aluguel,3,vualHOoC-spi0,Quitação de dividas,3,7000,14.96,1,0.19,7PSO0p9M-vU4c,4,1
3281,BOuD4aLu-SHXn,23,40000,Aluguel,3,ZKMX4uH9-pqUe,Educação,4,4000,13.8,0,0.1,078gQCek-HxOd,3,1
3282,Tmo8n6Hp-ZGWQ,23,55000,Hipotecada,5,9iWSloMT-DpmF,Médico,4,8000,13.85,0,0.15,QUZ0RwPR-QqaP,2,1
3283,xlE39obR-Uwll,22,50000,Aluguel,6,LYmiZEs8-5Mgb,Pessoal,5,6000,11.89,0,0.12,0GtxWNpx-e6Hi,2,0
3284,aptPvJL6-WOda,28,71874,Aluguel,6,SXsEbOb2-GRib,Quitação de dividas,5,20000,11.48,0,0.28,ifOUCah0-CO6X,6,0
3285,w6luAou1-4Bin,24,41000,Hipotecada,1,7cOaYCJ2-KYyI,Médico,5,6600,10.71,1,0.16,7FpOYnWH-MnqU,2,0
3286,xeYSAK65-Gvwh,33,55920,Hipotecada,9,UsGofX4F-SvTS,Educação,6,22000,7.88,0,0.39,eeG1wNWe-pEcp,6,0
3287,TB4xvpM1-RncD,23,36000,Aluguel,0,39WpwEZX-uXjh,Educação,6,2425,8.49,0,0.07,dUiRhzsi-73Id,4,0
3288,QFM7cSUA-shYN,28,32000,Aluguel,0,lHpWHwkE-438r,Quitação de dividas,4,5500,15.96,0,0.17,ABBy0iS9-Jczt,8,1
3289,nyzIWvU7-tLvJ,24,75000,Aluguel,4,ABXT20xT-SLLY,Negócio,5,20000,8.88,0,0.27,KuGeu23I-zWTK,2,0
3290,2pGQUsw3-6id3,22,26400,Aluguel,1,360pcTnN-RprC,Pessoal,3,10000,16.02,1,0.38,5pFQxZ03-5U6n,2,0
3291,MGo44ph3-cqA0,26,91800,Hipotecada,10,2lTkLYHn-dfpa,Médico,2,10000,16.32,1,0.09,EJYsu5Il-2YrR,4,1
3292,NlGBr4HM-zLM1,22,102000,Hipotecada,6,KrLD2Ea8-ni1U,Pessoal,6,10000,7.49,0,0.1,Wy9l8dzG-uKro,4,0
3293,jyLhbcGk-dyPf,29,82000,Própria,5,0tTayhc4-MffD,Pessoal,4,21000,14.65,0,0.26,C4Nqe2Bo-N8ny,5,1
3294,aeoRWq4I-03u5,24,40000,Aluguel,0,GEEoHB65-1yiH,Educação,5,3600,10.59,0,0.09,5UZ3y1MY-tlog,2,0
3295,bb570JQZ-WGOE,42,82500,Aluguel,3,01W5k9XU-1AJ0,Quitação de dividas,6,2575,6.76,0,0.03,HWerrNhq-j4Me,11,0
3296,C2Asbe2s-Jg6a,26,56000,Hipotecada,9,GMXF5mTk-Ked8,Melhoramento do lar,5,10000,12.42,0,0.18,eMbLooOp-AtIs,2,0
3297,ZqL0CEkZ-Fpn0,28,24000,Aluguel,8,RFvwLbdf-jSip,Educação,5,8875,10.65,1,0.37,FvUR6qvr-Tcb4,7,0
3299,E26qWqeA-vxp1,26,33600,Aluguel,4,uLk7ARzl-I8GK,Pessoal,3,3300,15.65,0,0.1,N96zb9cd-v00f,2,1
3300,Esy40Olv-iZ6l,27,44000,Hipotecada,3,9Woy1cmr-l2sb,Quitação de dividas,5,24000,8.88,1,0.55,XMCmp314-mA3T,9,0
3301,tlgP9Mrm-vDo6,21,30000,Hipotecada,4,SMAYR782-O2xR,Quitação de dividas,6,14000,9.38,0,0.47,kL4QMHWU-TqDF,4,0
3302,mK5JQfsS-j1uf,23,31200,Aluguel,0,ma7SgPfl-tNEU,Educação,4,3200,13.49,0,0.1,RbtAUIlR-AGiY,4,1
3303,MCAxHwKn-1DuM,21,30000,Aluguel,3,4871hUmi-NBtv,Médico,5,14000,10.65,1,0.47,ploLInn8-99GB,2,0
3304,hEksDsxA-WyUJ,27,42996,Aluguel,11,OETg4FM1-kqFx,Médico,4,7500,11.91,1,0.17,65gHlJM4-9Noc,7,0
3305,zNsYMlyh-9EYR,25,25000,Aluguel,4,Dic9Ei41-sL7d,Médico,4,1600,12.98,0,0.06,tJHMx94k-ZADR,3,0
3306,9urjCUZx-TIIH,21,74000,Hipotecada,5,w8qxv2rZ-uku2,Negócio,5,25000,12.69,0,0.34,OU13ExcA-R6Lc,3,0
3307,79eblQc8-HzRt,24,26400,Aluguel,5,Siz0ag53-G3fF,Médico,6,5000,7.9,0,0.19,fQroQX4Y-wunE,4,0
3308,UaRiSwqs-S5TS,24,85000,Hipotecada,1,1rq4wDQk-uE5X,Pessoal,6,4400,7.4,0,0.05,mgZu7MeL-2bUg,3,0
3309,0QxubeLP-3Gjs,37,54000,Aluguel,2,bUFupvaZ-7dfF,Negócio,4,5500,13.23,1,0.1,sHlU0ROX-M7dQ,12,1
3310,JeAJ6z4K-N9Z1,23,38000,Aluguel,4,Zc5F0qxx-Sgxr,Pessoal,5,10000,10.99,0,0.26,0xMpdr6a-1EAS,2,0
3311,byjb33rZ-vyXs,39,40000,Aluguel,5,mvd5bxvG-azrv,Educação,3,6000,14.54,0,0.15,mpOSFJ2q-d2YM,11,0
3312,rYd3tCHC-jbuT,24,45000,Aluguel,3,4wBuXLEj-bKmz,Médico,3,2850,11.86,0,0.06,39rR2T00-XghZ,2,0
3313,9MqLER6L-O3Bj,31,92000,Hipotecada,2,lWbJ5RT7-BO1K,Melhoramento do lar,6,3500,5.79,0,0.04,wC62sPLo-xFiI,6,0
3314,B3kFL8dN-91kJ,24,25000,Hipotecada,1,81uzOTw4-xOdb,Médico,5,4000,11.11,0,0.16,kz3lYCio-Zpsu,2,0
3315,R29SM1mY-an3T,23,30000,Aluguel,2,iFfybpuX-3sYX,Negócio,6,3000,7.49,0,0.1,4wEHjXGZ-r37U,2,0
3316,nlwWYZPB-KA05,33,75500,Aluguel,5,WaooZ6tu-TYDz,Negócio,5,3000,12.42,0,0.04,b58uWNCj-Nrvj,5,0
3317,o4vZZeXq-Q2qI,22,21216,Aluguel,0,HcWCa3hm-2IQh,Médico,5,1500,11.86,0,0.07,sL3wJMnv-au3z,2,0
3318,nKnwharU-oLBz,25,60000,Aluguel,6,OJGqzB73-URi5,Médico,4,7500,14.27,0,0.13,BwF1Ftcw-fBDe,2,1
3320,5sMzJehd-8mKc,33,80000,Aluguel,5,rJhQgFRM-h59H,Pessoal,5,1800,10.75,0,0.02,fxuxQ5l4-djIJ,7,0
3321,Hs3eEfD3-cHNw,22,70000,Hipotecada,6,flqk5WHw-wYQz,Negócio,5,6000,11.49,0,0.09,WsRj1m8Q-T3bR,2,0
3322,lYFl4OaL-FqXP,23,59000,Aluguel,4,BCOfXOxy-MIUi,Pessoal,6,14400,8.9,0,0.24,SKnuoM7A-tk7n,3,0
3324,QX2srHDP-ASDp,30,50000,Aluguel,3,Ic2I0iqP-0JOX,Pessoal,4,10000,13.22,0,0.2,vfpCil4Z-arhp,7,0
3325,B4Et5FSt-9ttx,22,49000,Hipotecada,2,phhiZ7pL-PfaX,Quitação de dividas,5,8500,12.53,0,0.17,DWE1SAJd-io9J,2,0
3326,J6dZnPSS-v6uB,32,67000,Aluguel,11,COZiuNIa-y9xh,Quitação de dividas,6,3000,7.14,0,0.04,wWHLIkCJ-3sGt,9,0
3327,1yZJLMwz-AZm1,26,75000,Aluguel,1,U13D1oUU-SSbc,Melhoramento do lar,5,10000,11.14,0,0.13,AUuIkz4a-JBeZ,3,0
3328,KmcXoCLQ-EqDm,22,86000,Hipotecada,6,NIpuKTAF-Qo2K,Educação,5,25000,11.83,0,0.29,MI2kmWlu-MD6M,4,0
3329,joZ5EIak-P6Ee,25,42900,Aluguel,5,SCANiWkQ-gjrA,Educação,6,12000,8.9,0,0.28,DnKKczhl-3Nv7,2,0
3330,zm0vMPFr-urXl,31,62500,Própria,0,KE3MWxBT-mvGE,Negócio,4,3000,13.92,0,0.05,yZAtUKcO-Andj,5,1
3331,zlS5IwJm-on7Q,23,70000,Própria,0,Wn7KnA82-X4qC,Educação,5,3600,10.59,0,0.05,7PcKxHeL-baHI,4,0
3332,5hH0yK9G-Msd4,30,65000,Hipotecada,3,Jc8Nlu6j-ZjWJ,Pessoal,6,12000,7.66,0,0.18,kvD6KZiG-FTws,7,0
3333,HHF8XLB8-0HDx,23,74000,Aluguel,6,y5OUMBu9-K3oC,Médico,5,12000,12.53,0,0.16,Iao3Qqtk-oWX7,4,0
3334,Eu3G4iDX-lMdk,23,85000,Hipotecada,1,fed8Fpr2-4xtv,Pessoal,4,15000,12.84,0,0.18,YMncIaHO-MBbv,3,0
3335,jAjCzkxm-Bzr2,40,73000,Aluguel,2,QLAkYRlp-bDkI,Negócio,3,9975,16.29,1,0.14,R1C46ZSc-e8Ny,16,1
3336,PAObk60O-dTf1,34,42000,Aluguel,5,5N8sp1rd-367y,Pessoal,6,18825,7.9,1,0.45,llatuz3Z-nNJK,10,0
3337,umm0927m-rXbc,22,110196,Hipotecada,6,Gp3B143i-APLz,Médico,5,25000,11.49,0,0.23,qLrNbR0c-b9uG,3,0
3338,YvJ20Mz3-vJo0,31,55000,Hipotecada,7,6aGU3Z0f-BHHS,Melhoramento do lar,6,12000,7.49,0,0.22,KJraItQ6-4eLS,5,0
3339,0CL0t22y-TO9g,24,31200,Aluguel,4,KoDkbM6G-DZsY,Pessoal,5,2725,10.74,0,0.09,AjDSvNBl-qMQ4,2,0
3340,Kwj3B2oT-1QN1,25,43738,Aluguel,0,BrtcAdRo-47hl,Quitação de dividas,6,4500,5.99,0,0.1,8WCYBEZz-dlAw,3,0
3341,rKUSGX56-wUQd,28,24000,Aluguel,5,vUfSC2Tr-d1RI,Pessoal,5,5500,10.36,0,0.23,d86f3sS1-eTqM,7,0
3342,w3A1k5b1-izCr,21,22000,Aluguel,4,1ZO0hzs2-CQog,Quitação de dividas,6,2500,7.14,0,0.11,nGHFzyzv-A8bC,4,0
3343,1jZiLRxF-mHo9,30,43200,Aluguel,6,ej8ctZu5-Xha7,Negócio,5,8600,11.36,0,0.2,TuoyeOoh-PMPb,5,0
3344,Aj1DwkTz-e7Fr,27,31400,Aluguel,1,OnkL1AY7-Rifs,Médico,5,3500,11.71,0,0.11,6RzELm2b-SUPl,8,0
3345,7MuzQZuJ-O3gZ,27,44000,Aluguel,5,6M2pbA39-SXcg,Educação,5,13650,10.65,1,0.31,jQ6mkMiO-xfb5,5,0
3346,QCrl3MTd-8H85,24,55782,Aluguel,3,Dy72mlJI-6TUS,Melhoramento do lar,6,17000,7.51,0,0.3,u0KE1FJ7-gAEQ,2,0
3347,9NxdeYly-4qLH,31,47500,Aluguel,2,TOCDzAZ8-I5yq,Médico,4,10000,15.96,0,0.21,XYGmIWbj-Uqnc,10,0
3348,rKNsONSh-4ge7,24,133800,Aluguel,0,Zu1iouRX-Rb8C,Quitação de dividas,6,9000,7.9,0,0.07,ggWGhXhH-7CAl,4,0
3349,RGw8LpkX-g4Oo,24,42000,Hipotecada,3,yARg2cMX-DFc8,Médico,6,8500,7.51,0,0.2,ll3dZrhI-Y20c,4,0
3350,U5ZGAnOO-7X0A,24,44000,Aluguel,2,GpPfyAEQ-xf4Q,Pessoal,6,10000,7.49,0,0.23,YMii0Ay8-3XdD,2,0
3351,RlKfsPpD-jsGs,26,116004,Hipotecada,11,XeSYy4BF-Cm6H,Negócio,5,20000,12.21,0,0.17,nL1tOZYS-YOzG,2,0
3352,WxSRbW2n-Y6vI,29,94000,Hipotecada,13,R2MUf3qQ-ogkf,Médico,5,4800,10.99,0,0.05,BEecLDIL-lAvN,5,0
3353,cU5dwotr-95Q6,23,120000,Hipotecada,7,03jR9l5E-eHyz,Negócio,4,6000,13.06,0,0.05,EXGWjfWX-2H3H,4,0
3354,uEOsSZH4-CIm7,24,40000,Aluguel,8,LnxfHwJd-tdvi,Médico,4,4500,12.84,0,0.11,fgZCqYMu-fw6D,3,0
3355,IuCojbnr-oqvh,25,25920,Aluguel,0,oFk2PHQ0-3Euc,Negócio,5,2300,11.11,0,0.09,yRi7w0PW-lhxo,2,0
3356,Ub36fySn-7Ch1,26,66000,Hipotecada,9,6BUpETsg-ZfaX,Quitação de dividas,3,15000,14.42,1,0.23,thWxdEnL-MbmG,2,0
3357,Q7uCKXLv-KIzS,35,20000,Aluguel,0,1OJN1gLu-NODk,Educação,3,8500,15.05,1,0.42,Q7q9ycyb-xWEE,10,1
3358,TXQuI2Li-y5e4,44,61000,Aluguel,7,gc5HJ6QX-hl2p,Pessoal,4,10000,15.96,0,0.16,DxgqY6O9-XdMd,15,0
3360,sBAB2YdH-x1Eg,22,45000,Aluguel,6,sDHFRj6e-CadE,Educação,6,12000,6.62,0,0.27,fNjXrnlc-QTEi,2,0
3361,iswD4cLB-w9Po,23,75000,Própria,5,IKCLxWaM-xB9I,Negócio,6,10000,6.92,0,0.13,yaDDl8Uy-vxYu,2,0
3362,bzi8KHQg-GmEE,22,35000,Aluguel,2,z58WOKaf-P7xS,Negócio,4,4500,14.27,0,0.13,S733A8J3-KX8v,2,1
3363,zM6bNqDt-nzUx,30,77000,Hipotecada,4,RPvzZmuF-MtLn,Quitação de dividas,6,8000,7.14,0,0.1,OTYEpcwr-QLB3,7,0
3364,4jIjBevb-xAuA,30,66888,Hipotecada,6,tQMsnkmn-q99X,Pessoal,4,15000,12.23,0,0.22,rj15Bi2b-9mjh,8,0
3365,F0ECxaPh-drMd,32,66000,Hipotecada,5,sDrc47Nw-MrsL,Quitação de dividas,3,2000,15.28,1,0.03,tZdv1OTO-beNC,7,0
3366,F3DB16KG-jyhg,21,28596,Hipotecada,3,CKtgxKwR-vmbD,Pessoal,6,2000,7.29,0,0.07,UiKJUlpU-GYap,4,0
3367,MreO6GpX-gCEM,27,120000,Hipotecada,0,ARRdrQoo-6cZL,Melhoramento do lar,4,10000,12.61,1,0.08,QWIY5IQw-3hxK,6,0
3368,RUh9rfrq-Hqeu,25,44000,Aluguel,1,sTZDG6Ce-SdZ1,Médico,3,8000,12.92,1,0.18,ncbAT0Kg-v9jd,4,0
3369,94POeyq9-XbJ7,26,43000,Aluguel,2,4QOu11RL-8CZY,Médico,5,7000,9.99,0,0.16,4Zl30mtn-Xvt7,3,0
3371,RbwHvPf8-UbMB,21,15600,Aluguel,2,icgtSFND-uOfW,Pessoal,3,3500,16.07,1,0.22,D9pL6nuE-FxBI,3,0
3372,JqrvMKMd-A3JZ,34,54600,Aluguel,2,K1r35ylF-m8Ky,Médico,6,2500,7.88,0,0.05,nMGnTdFI-0OtC,8,0
3373,KUmBv7Z2-xHaS,28,40000,Hipotecada,9,YpDS8vGm-hQiv,Pessoal,5,19200,9.91,0,0.48,ojrNQwTx-jWcr,9,0
3374,X6TX769q-2Zy4,41,54000,Aluguel,5,xnjMDXSX-BsTW,Médico,4,10000,13.23,0,0.19,1TywTQoL-7CQ4,17,1
3375,1Wr1mYdk-b4qt,24,94992,Aluguel,1,KY4TARg3-5j8y,Educação,5,12000,11.89,0,0.13,qhSr6TFY-KuTw,4,0
3376,mAQvbyAZ-8gLb,33,72000,Hipotecada,6,bHJKUoeI-vJtS,Quitação de dividas,6,4250,5.42,0,0.06,rLH7Hy1h-PiOI,5,0
3377,g3qbFTuM-rluo,28,110000,Hipotecada,0,eZTrP36Q-8Bmc,Melhoramento do lar,5,6000,10.65,0,0.05,CdyhFGoB-AgBC,8,0
3378,zcQUI3j8-ZMHQ,21,18000,Aluguel,2,SnNEsvjA-7OvG,Melhoramento do lar,4,5800,14.72,1,0.32,yqvuQXbQ-ARfA,2,1
3379,l5pliaYT-8puG,25,36499,Aluguel,1,2INdjWGw-CGLf,Melhoramento do lar,5,4200,10.99,1,0.12,7PZBUO1a-DHvF,4,0
3380,d0a1bQ4H-MRre,26,102000,Aluguel,5,nWQ9PiK3-7dp6,Médico,6,10000,8.59,0,0.1,gbPseZ9L-1NYv,2,0
3381,iih7PW1X-vmfk,24,32500,Aluguel,4,u8N5mJIN-74mr,Médico,4,14000,14.17,1,0.43,fBR6omTw-MAtu,2,0
3382,pHMe94rs-JfyL,32,60000,Aluguel,5,Hz13AvI9-vnOK,Negócio,5,18800,9.99,1,0.31,Eq07hbpN-lpMf,7,0
3383,fnqZZUGu-uNC6,24,70000,Aluguel,8,5howL969-EdCb,Negócio,6,7125,6.92,0,0.1,12eTmooN-SFnT,2,0
3384,5UEbSuZh-S9dk,25,56000,Hipotecada,7,Y60Y3zGu-Ahcl,Melhoramento do lar,5,2000,11.49,1,0.04,1fd1b9RD-f9Xd,3,0
3385,hlAhOY05-xDxe,27,96000,Aluguel,3,BGXgJ9v9-XFPh,Melhoramento do lar,6,10000,7.88,0,0.1,2yJrbEK7-1c2d,10,0
3386,do9puJfC-7d4b,21,35000,Aluguel,6,TN2wuXj8-AX5Z,Negócio,6,10000,7.66,0,0.29,zxhv7QKU-Wa15,3,0
3387,zDH0z77N-P2KW,22,85000,Aluguel,1,2w0nMJKW-7yD6,Educação,4,12000,12.84,0,0.14,srCf7wg5-BHGc,4,1
3388,guskg8rq-XvEF,23,77000,Aluguel,3,0CQ6WmcE-CN5t,Negócio,5,1150,10.95,0,0.01,dPr9qShQ-r2Pf,2,0
3389,ZOKafH2L-o5gA,23,42720,Aluguel,1,NZvYTTqK-XEjC,Educação,3,10000,16.89,1,0.23,mtTANApk-6PjN,4,1
3390,KXsy9ncj-3Jls,22,26000,Hipotecada,4,Ieeq8pwl-8Gtl,Pessoal,5,4000,9.25,0,0.15,ER2IiSpo-pu8C,2,0
3391,7iRrzaAK-AjCH,22,50000,Aluguel,1,8ImSfRpn-LaUJ,Negócio,6,7500,8.32,0,0.15,H9v3w9wF-DnEc,2,0
3392,KBEQtCk3-1aPa,23,91000,Aluguel,2,z7OkWFUm-EHBq,Educação,4,16000,14.22,0,0.18,l8CmRqOs-kUpL,3,1
3393,c2YX42IR-exMF,32,45000,Aluguel,1,YjsKskl6-zSTw,Quitação de dividas,5,5000,10.36,0,0.11,PWd0ogdd-Nsrv,5,0
3394,7n4SrUCs-08Wz,21,20000,Aluguel,4,f7vGghfp-ms8u,Médico,5,8000,12.21,1,0.4,NPkQEhTo-ECGb,4,0
3395,YDwXFEtc-le87,25,140000,Hipotecada,10,WgQy95Cz-Rlhm,Médico,5,22000,8.88,0,0.16,LC8OcBsn-yh93,3,0
3396,5ElrUJK1-prQH,23,92000,Hipotecada,7,fRZWnUz0-hxST,Educação,4,7000,13.47,0,0.08,WGKpoTJT-lTBu,4,1
3397,oR9ngnPI-eBNG,26,84000,Aluguel,7,P6DwUDzR-5L5D,Quitação de dividas,3,15000,16.0,1,0.18,O2ABTEg2-EAUj,2,1
3398,HeZXkFui-T9To,24,59000,Aluguel,5,ogTC0Aom-ycBW,Médico,3,12000,15.28,1,0.2,lpHAwrfi-H9NZ,2,1
3399,7xjb1jqY-rdO1,29,65000,Hipotecada,9,cLYqYRiT-WbkO,Melhoramento do lar,6,11500,7.51,0,0.18,HFmnipKA-lek8,10,0
3400,FYfEfqux-cA5S,21,125000,Hipotecada,2,fhX9v7PT-8udh,Pessoal,6,6000,5.79,0,0.05,wbaQuK5z-0wS0,2,0
3401,ZaeohCux-TQdM,39,18996,Aluguel,5,DRHGpynP-om7I,Educação,6,2000,7.88,0,0.11,ZzWPO4Dq-aItL,12,0
3402,tAmo2cP0-jAb6,48,66948,Hipotecada,1,z9DK8yQc-L36e,Negócio,5,24000,10.62,0,0.36,aNN1ZD6Q-iP33,12,0
3403,omzqsz82-mzIH,27,75000,Aluguel,2,qMTdT9uN-POOT,Educação,6,14000,9.63,0,0.19,SS6SB6np-d4wp,5,0
3404,I2g05tQr-Bhgw,22,49000,Hipotecada,6,GkmAiil0-c9q2,Negócio,6,2400,5.79,0,0.05,IMRLOsWC-Zi5A,3,0
3405,6hmqv5ho-8p4w,36,32000,Aluguel,2,UQ5ahSsP-cmyp,Médico,2,2400,18.79,1,0.07,3sRi6o4S-P8XP,14,0
3406,RxXJTDpW-litM,26,54000,Hipotecada,11,yDxmsROQ-15RR,Quitação de dividas,5,4800,11.49,1,0.09,S9B6XDHl-JJyl,2,0
3407,LnsQkIWZ-YTYL,28,21000,Aluguel,3,hlk3dt7E-Jz3w,Pessoal,6,1000,7.49,0,0.05,3cYTmhIs-ni9K,9,0
3408,94KDvTpP-KwX7,26,120000,Hipotecada,10,YiuqK3uN-f2YT,Quitação de dividas,6,23000,6.62,0,0.19,1MRyEUF8-aR4G,3,0
3410,wEXh3meP-PoBL,25,60000,Aluguel,0,rSWGKRoB-Ah0u,Quitação de dividas,6,1200,7.66,0,0.02,FbaQXYJ5-PH0c,3,0
3411,X4GiAokb-hwsC,22,86400,Hipotecada,6,AQfeAgxJ-JpAe,Pessoal,4,24000,13.85,0,0.28,8r1ryrGI-4Sr8,2,0
3412,U02Q7vuU-3jZF,25,65000,Própria,9,ztj5DDI9-5Blc,Melhoramento do lar,4,7000,11.66,0,0.11,aHLxS123-lNPj,3,1
3413,34bRUDDS-UT1P,24,108000,Aluguel,8,EgJKovLv-4wdL,Quitação de dividas,5,8000,9.88,0,0.07,lPEoCFvs-Ukc6,4,0
3414,5BpitTDL-GsRr,24,48732,Outro,6,29hIrhqP-Qdta,Médico,6,3500,9.32,0,0.07,NAmdAREH-01y6,4,0
3415,WitC6w6J-Mor4,35,79750,Hipotecada,5,8J53upj3-Wg30,Quitação de dividas,5,35000,11.99,0,0.44,XOeGE82n-FrWN,5,0
3416,0wcpqb7w-rBiE,23,83000,Aluguel,3,UXxBpthG-Phg2,Médico,6,10000,6.54,0,0.12,YDDphY7p-7W1W,3,0
3417,kYXi4yqQ-no8L,32,27385,Hipotecada,3,PozmtDOa-tXX6,Melhoramento do lar,4,2000,12.99,1,0.07,OyUeBHTq-Cu0H,9,1
3418,1TBm8nKN-ht0z,29,50000,Hipotecada,5,3kPloSlQ-tD11,Pessoal,5,8000,10.37,0,0.16,H7X71Jxq-6y0I,7,0
3419,t4D0xmBO-Gf5y,33,55000,Hipotecada,4,FAj1bUNv-cnZL,Melhoramento do lar,5,8000,11.14,0,0.15,Ub8fpQKC-lo8S,9,0
3420,KFMutWKv-jr8h,27,52000,Aluguel,2,ItQgoRw7-qPJy,Pessoal,4,11000,11.34,0,0.21,1OQGL52Z-eTdC,9,0
3421,JycA07oY-M9dv,31,73000,Aluguel,1,q9bCMo19-haZs,Melhoramento do lar,3,20000,15.05,1,0.27,kfcgHmhW-342x,5,1
3422,AeDb5Wkl-Zidj,22,59004,Aluguel,3,zzvJqmpl-qHW4,Educação,5,5000,11.11,1,0.08,sKNpzDkU-Ecqq,3,0
3423,cTEYJcIr-uj1I,36,29000,Aluguel,0,qBeC3P9L-YU3T,Médico,2,5000,16.45,1,0.17,X7eUfmCI-XSeQ,13,0
3424,oebQB2o5-f0nO,26,55000,Aluguel,10,m1m39ori-ZIS6,Médico,5,15000,11.12,0,0.27,5kUM2jri-gJni,2,0
3425,LYm33Dbb-skvw,23,57000,Aluguel,8,Y2xyynXy-Oesi,Educação,4,7500,11.97,0,0.13,ivd4USXH-2BXk,4,0
3426,epDpHbC1-Ax1Y,23,30996,Própria,2,ozPeMOxW-j5xq,Negócio,5,5000,11.86,0,0.16,0Gmrs9PM-47cs,2,0
3427,eDYSQWZC-tl0u,26,30000,Aluguel,3,HS6Gp7OK-ZPyL,Pessoal,5,5400,10.0,0,0.18,vsX2cB0L-JhlJ,4,0
3428,BJ6ypEcq-uxCJ,29,66352,Hipotecada,5,qUNiv6l5-Jytn,Melhoramento do lar,6,7000,7.88,0,0.11,eHKfgonI-0558,5,0
3430,IP09SNR6-J0NN,30,43500,Hipotecada,5,hwwK8cXh-aAGt,Educação,4,11250,13.61,0,0.26,yg7i7eFu-i9Dc,9,1
3431,k3bgYtng-xgjj,22,83000,Aluguel,4,d99qWMzq-FeP4,Educação,6,3000,9.63,0,0.04,N3wwnDlg-4GPq,3,0
3432,JbWQsGG4-dLn1,47,126000,Aluguel,1,2ZvSRMsR-G4Xz,Médico,6,10000,6.91,0,0.08,YWt1hWI2-giER,17,0
3433,BnNjPSBT-jrrd,31,34000,Aluguel,2,4cDCyCWa-6A9u,Melhoramento do lar,3,7500,15.58,1,0.22,G1asYtc9-fdje,5,0
3434,z9XkRcMC-GMuk,23,48000,Aluguel,1,DBROK7ij-OvjH,Negócio,4,10000,12.84,0,0.21,wW1sEFsa-E4xf,3,1
3435,bNxp0nMu-l8Og,24,90000,Aluguel,8,qBwMe7ja-ziKc,Melhoramento do lar,3,15000,17.58,0,0.17,5arOXC9q-cUDn,3,0
3436,ODcDkOA3-DB9a,22,72000,Outro,6,R5HQU1U0-9Cen,Negócio,5,15000,11.58,0,0.21,Ed0JqhtY-k0Gn,2,0
3437,ZivE6tRh-ZMyo,25,83004,Hipotecada,9,olM0zRYd-fUPY,Quitação de dividas,6,5000,6.76,0,0.06,MlWzepyE-Ofs7,3,0
3438,AbIKjM8P-vFLL,33,29000,Aluguel,0,39GQs5AN-8xyC,Negócio,4,10000,13.06,1,0.34,ndPy2pHC-jxEU,9,1
3439,ms0ZfGxU-NpPm,26,52000,Aluguel,11,iaY1Wz71-LNW7,Educação,6,7000,7.88,0,0.13,HmAfjxI3-2iW3,3,0
3440,kARE7oP5-A4Oj,25,21600,Aluguel,4,9UvIYUJL-830M,Educação,6,2500,5.99,0,0.12,kNd9WF0x-Zh8U,3,0
3441,kSilSTL7-EUKq,30,24000,Própria,0,RjA2SIP3-XMOU,Negócio,6,2500,7.29,0,0.1,bZ3BL8de-7tDN,6,0
3442,yaeNBH9Q-lqOB,22,56650,Hipotecada,2,tbYcGyfn-kyFc,Médico,5,6500,10.65,0,0.11,Kp1KZnCT-QZfG,2,0
3443,5QDc4R3f-o64m,22,27000,Própria,0,Wn5c3orS-eSsL,Médico,5,7750,10.37,0,0.29,e6wOMThp-g82m,3,0
3444,mmrClsuS-OoE2,37,103000,Aluguel,3,YB5EGpr9-KXUv,Quitação de dividas,6,18550,7.88,0,0.18,BNAOPfiF-5E2a,12,0
3445,TdhzSWBu-IfOp,28,38000,Aluguel,0,CtNbqt2l-ulN9,Quitação de dividas,6,10000,8.49,0,0.26,WXJ7oY9P-xdiv,7,0
3446,kH6NkflL-Gj2b,34,30000,Aluguel,5,XontTb03-maZu,Melhoramento do lar,6,3600,6.92,1,0.12,rii0QDU6-eJWR,6,0
3447,hLUgsmHf-2HhQ,25,66252,Própria,10,bMSwnZty-K2hw,Médico,4,5000,12.53,0,0.08,cSlsi2J9-OxSZ,4,1
3448,cEuxMGNh-LW3m,37,70000,Hipotecada,7,SELZpRDd-rB4z,Médico,5,25000,9.76,0,0.36,8Ff3vmSK-eeL1,12,0
3449,iUpNH3gg-ER1h,24,25000,Aluguel,0,YZ4Rx5is-K8T0,Quitação de dividas,4,5625,12.68,0,0.23,EE74Cz7U-mF6q,4,0
3450,HLJMd8lP-QoaE,21,29004,Aluguel,5,1Nhn5hG2-sOcz,Médico,4,11000,14.22,1,0.38,36O5GPGE-QQDg,2,0
3451,E7f57dHs-ujBC,24,99996,Hipotecada,5,rTw9nmoZ-6zIL,Médico,4,10000,13.61,0,0.1,uh4hU7eS-qdk2,3,1
3452,Rt23eaR0-xKud,33,30000,Própria,8,8UmXkijl-avEp,Médico,6,5000,7.51,0,0.17,zZsjIex5-ZQe5,9,0
3453,zGS4eYPB-WgHZ,22,80000,Hipotecada,0,Iq5pv0xp-Au9Z,Educação,5,15000,11.48,0,0.19,eJNAgjgH-x6vS,3,0
3454,tzhEm0zN-kh5h,38,26000,Aluguel,0,2pGLKRq1-OE5p,Negócio,4,5200,13.43,0,0.2,dzX88xz6-40MN,15,0
